,Becon_Wireless11,Chamidi1,FGS_Office11,IsuruAp6,NipunaM6,Pied Piper8,Sandali11,UNIC-wifi11,UoM_Wireless11,eduroam1,eduroam11,eduroam6,id
61,-91,-79,-90,-58,-61,-100,-62,-85,-89,-91,-91,-100,1
62,-91,-78,-90,-56,-61,-100,-61,-85,-89,-95,-91,-100,1
63,-91,-83,-90,-55,-63,-100,-60,-85,-89,-94,-91,-100,1
64,-91,-76,-90,-57,-61,-100,-61,-87,-89,-91,-91,-100,1
65,-91,-78,-90,-58,-60,-100,-62,-85,-89,-91,-91,-100,1
66,-91,-80,-90,-56,-60,-100,-63,-85,-89,-91,-91,-100,1
67,-91,-75,-90,-56,-64,-100,-60,-87,-89,-91,-91,-100,1
68,-85,-82,-86,-56,-63,-100,-60,-85,-85,-91,-79,-100,1
69,-89,-71,-90,-63,-63,-100,-62,-85,-89,-91,-91,-100,1
70,-91,-75,-90,-57,-63,-100,-59,-85,-88,-91,-91,-100,1
71,-91,-78,-90,-64,-63,-100,-66,-85,-89,-91,-91,-100,1
72,-91,-85,-90,-57,-63,-100,-64,-87,-89,-91,-91,-100,1
73,-89,-78,-90,-58,-63,-100,-60,-85,-89,-93,-80,-100,1
74,-89,-75,-87,-57,-63,-100,-63,-85,-89,-91,-91,-100,1
75,-91,-78,-90,-57,-63,-100,-60,-85,-89,-91,-91,-100,1
76,-91,-76,-90,-57,-63,-100,-62,-85,-89,-91,-91,-100,1
77,-91,-74,-90,-54,-63,-100,-61,-85,-89,-91,-91,-100,1
78,-89,-81,-89,-57,-63,-100,-60,-85,-88,-91,-89,-100,1
79,-91,-79,-90,-57,-63,-100,-62,-85,-89,-91,-92,-100,1
80,-91,-71,-90,-54,-63,-100,-61,-85,-89,-94,-91,-100,1
81,-91,-77,-90,-54,-63,-100,-61,-85,-89,-91,-91,-100,1
82,-91,-78,-90,-55,-63,-100,-62,-85,-89,-91,-91,-100,1
83,-91,-77,-90,-58,-63,-100,-62,-85,-89,-94,-91,-100,1
84,-91,-80,-91,-57,-63,-100,-60,-85,-91,-91,-91,-100,1
85,-91,-83,-90,-57,-63,-100,-61,-85,-90,-91,-91,-100,1
86,-91,-81,-90,-57,-63,-100,-63,-84,-88,-91,-89,-100,1
87,-91,-79,-90,-56,-63,-100,-62,-88,-90,-91,-91,-100,1
88,-91,-80,-90,-57,-63,-100,-62,-85,-89,-91,-91,-100,1
89,-91,-100,-90,-58,-63,-100,-62,-88,-89,-91,-91,-100,1
90,-91,-77,-92,-58,-63,-100,-62,-85,-94,-91,-91,-100,1
91,-91,-84,-91,-57,-63,-100,-61,-85,-91,-91,-90,-100,1
92,-91,-77,-90,-61,-63,-100,-61,-85,-89,-91,-91,-100,1
93,-91,-78,-90,-59,-63,-100,-62,-85,-89,-91,-91,-100,1
94,-91,-78,-93,-57,-63,-100,-62,-85,-89,-91,-94,-100,1
95,-91,-82,-90,-56,-63,-100,-61,-85,-87,-91,-91,-100,1
96,-91,-71,-90,-57,-63,-100,-62,-85,-89,-92,-91,-100,1
97,-91,-78,-90,-58,-63,-100,-61,-85,-91,-91,-91,-100,1
98,-91,-78,-90,-58,-63,-100,-65,-85,-89,-91,-89,-100,1
99,-91,-77,-90,-58,-63,-100,-63,-85,-91,-91,-91,-100,1
100,-90,-77,-89,-58,-63,-100,-60,-85,-91,-91,-91,-100,1
101,-91,-76,-90,-57,-63,-100,-62,-85,-89,-91,-91,-100,1
102,-91,-79,-90,-60,-63,-100,-68,-85,-92,-91,-93,-100,1
103,-91,-77,-90,-60,-63,-100,-62,-85,-90,-91,-91,-100,1
104,-92,-85,-90,-62,-63,-100,-62,-85,-89,-91,-91,-100,1
105,-88,-80,-90,-58,-63,-100,-60,-85,-87,-91,-81,-100,1
106,-91,-78,-91,-61,-63,-100,-62,-85,-88,-91,-91,-100,1
107,-88,-77,-80,-57,-63,-100,-63,-85,-89,-91,-91,-100,1
108,-91,-77,-88,-57,-63,-100,-64,-85,-88,-96,-91,-100,1
109,-92,-78,-90,-56,-63,-100,-66,-85,-91,-91,-91,-100,1
110,-91,-81,-90,-64,-63,-100,-63,-85,-91,-91,-91,-100,1
111,-91,-78,-91,-59,-63,-100,-62,-85,-95,-91,-91,-100,1
112,-91,-75,-90,-54,-63,-100,-62,-86,-90,-91,-91,-100,1
113,-91,-79,-90,-59,-63,-100,-61,-83,-87,-91,-91,-100,1
114,-88,-76,-87,-59,-63,-100,-60,-85,-88,-91,-81,-100,1
115,-91,-83,-90,-57,-63,-100,-62,-85,-90,-91,-91,-100,1
116,-91,-79,-90,-57,-63,-100,-60,-85,-89,-91,-90,-100,1
117,-91,-80,-90,-59,-63,-100,-61,-85,-87,-91,-80,-100,1
118,-91,-73,-90,-57,-63,-100,-62,-85,-89,-91,-91,-100,1
119,-91,-83,-90,-57,-63,-100,-64,-85,-89,-91,-91,-100,1
120,-91,-82,-90,-56,-63,-100,-62,-85,-89,-91,-91,-100,1
121,-91,-75,-90,-57,-63,-100,-61,-87,-89,-91,-91,-100,1
122,-91,-83,-95,-58,-63,-100,-64,-85,-89,-91,-91,-100,1
123,-91,-78,-90,-58,-63,-100,-63,-85,-89,-91,-91,-100,1
124,-91,-78,-90,-58,-63,-100,-63,-85,-92,-91,-93,-100,1
125,-91,-100,-90,-67,-63,-100,-63,-84,-89,-91,-91,-100,1
126,-82,-84,-84,-58,-63,-100,-62,-85,-89,-91,-91,-100,1
127,-91,-82,-91,-58,-63,-100,-63,-85,-93,-91,-91,-100,1
128,-91,-81,-89,-58,-63,-100,-60,-85,-91,-91,-87,-100,1
129,-91,-81,-90,-56,-63,-100,-62,-85,-90,-91,-83,-100,1
130,-91,-75,-90,-58,-63,-100,-63,-90,-94,-91,-91,-100,1
131,-89,-81,-90,-56,-63,-100,-62,-85,-89,-91,-91,-100,1
132,-91,-82,-90,-57,-63,-100,-63,-85,-89,-91,-91,-100,1
133,-92,-79,-90,-57,-63,-100,-63,-85,-89,-91,-90,-100,1
134,-91,-76,-90,-58,-63,-100,-64,-85,-88,-91,-80,-100,1
135,-91,-77,-90,-59,-63,-100,-62,-85,-89,-91,-91,-100,1
136,-88,-82,-90,-59,-63,-100,-62,-85,-87,-91,-91,-100,1
137,-91,-81,-88,-57,-63,-100,-62,-85,-86,-91,-88,-100,1
138,-92,-81,-93,-61,-63,-100,-63,-85,-91,-91,-92,-100,1
139,-91,-78,-92,-57,-63,-100,-65,-85,-89,-91,-91,-100,1
140,-91,-76,-90,-56,-63,-100,-62,-87,-92,-91,-91,-100,1
141,-91,-80,-90,-57,-63,-100,-61,-85,-93,-91,-91,-100,1
142,-91,-81,-88,-55,-63,-100,-63,-85,-89,-91,-89,-100,1
143,-91,-80,-91,-57,-63,-100,-68,-85,-95,-91,-91,-100,1
144,-91,-87,-90,-56,-63,-100,-64,-85,-89,-91,-91,-100,1
145,-91,-82,-90,-57,-63,-100,-62,-85,-89,-91,-91,-100,1
146,-91,-84,-90,-58,-59,-100,-63,-85,-89,-91,-91,-100,1
147,-91,-75,-90,-56,-57,-100,-62,-85,-89,-91,-91,-100,1
148,-83,-83,-88,-59,-57,-100,-62,-85,-90,-91,-88,-100,1
149,-91,-78,-91,-60,-57,-100,-63,-85,-89,-91,-91,-100,1
150,-91,-80,-90,-58,-55,-100,-63,-85,-89,-91,-91,-100,1
151,-91,-77,-90,-61,-58,-100,-62,-85,-92,-91,-91,-100,1
152,-91,-81,-90,-57,-57,-100,-63,-85,-89,-91,-91,-100,1
153,-93,-84,-94,-61,-54,-100,-64,-85,-90,-91,-91,-100,1
154,-91,-78,-90,-59,-54,-100,-61,-85,-89,-91,-91,-100,1
155,-91,-75,-90,-60,-53,-100,-65,-85,-89,-91,-91,-100,1
156,-91,-79,-92,-56,-54,-100,-61,-85,-95,-91,-91,-100,1
157,-89,-83,-90,-58,-55,-100,-61,-85,-89,-91,-87,-100,1
158,-91,-74,-88,-54,-52,-100,-61,-85,-88,-91,-91,-100,1
159,-91,-84,-90,-51,-53,-100,-62,-85,-87,-91,-91,-100,1
160,-91,-78,-90,-59,-52,-100,-60,-85,-89,-93,-91,-100,1
161,-91,-79,-90,-56,-54,-100,-60,-85,-89,-90,-91,-100,1
162,-91,-74,-90,-56,-56,-100,-60,-85,-93,-91,-91,-100,1
163,-91,-78,-90,-59,-53,-100,-62,-85,-89,-91,-91,-100,1
164,-82,-78,-87,-61,-56,-100,-59,-85,-86,-91,-90,-100,1
165,-92,-84,-90,-57,-54,-100,-61,-85,-90,-91,-91,-100,1
166,-91,-74,-90,-60,-55,-100,-65,-85,-89,-91,-91,-100,1
167,-91,-76,-90,-57,-51,-100,-60,-85,-89,-91,-91,-100,1
168,-91,-76,-90,-59,-52,-100,-62,-85,-89,-91,-91,-100,1
169,-91,-80,-90,-58,-54,-100,-62,-88,-89,-91,-91,-100,1
170,-91,-80,-91,-66,-54,-100,-62,-85,-91,-91,-92,-100,1
171,-91,-77,-90,-57,-54,-100,-62,-85,-89,-91,-91,-100,1
172,-91,-81,-88,-58,-55,-100,-62,-85,-89,-91,-88,-100,1
173,-90,-84,-90,-59,-53,-100,-62,-85,-90,-91,-91,-100,1
174,-91,-81,-90,-60,-54,-100,-64,-85,-89,-91,-91,-100,1
175,-91,-79,-90,-60,-51,-100,-61,-87,-89,-91,-91,-100,1
176,-91,-81,-90,-59,-54,-100,-63,-85,-89,-91,-91,-100,1
177,-85,-81,-85,-59,-55,-100,-60,-85,-89,-91,-91,-100,1
178,-91,-85,-90,-60,-54,-100,-62,-89,-89,-91,-92,-100,1
179,-91,-83,-90,-59,-55,-100,-62,-86,-89,-91,-91,-100,1
180,-91,-86,-90,-60,-55,-100,-64,-85,-91,-91,-91,-100,1
181,-89,-77,-91,-60,-55,-100,-62,-85,-93,-91,-91,-100,1
182,-91,-76,-89,-60,-54,-100,-63,-85,-89,-91,-91,-100,1
183,-91,-100,-90,-58,-54,-100,-62,-89,-89,-91,-91,-100,1
184,-91,-81,-93,-62,-54,-100,-63,-85,-93,-91,-94,-100,1
185,-91,-77,-90,-61,-54,-100,-65,-85,-89,-93,-91,-100,1
186,-89,-84,-89,-59,-50,-100,-63,-85,-89,-91,-90,-100,1
187,-91,-80,-90,-59,-54,-100,-64,-85,-89,-91,-91,-100,1
188,-91,-80,-90,-58,-54,-100,-61,-87,-88,-91,-91,-100,1
189,-91,-78,-90,-60,-53,-100,-62,-87,-89,-91,-91,-100,1
190,-88,-77,-90,-54,-54,-100,-62,-85,-89,-91,-91,-100,1
191,-91,-84,-90,-56,-54,-100,-62,-85,-89,-91,-91,-100,1
192,-88,-78,-90,-60,-54,-100,-63,-85,-89,-91,-91,-100,1
193,-91,-83,-90,-61,-57,-100,-63,-85,-89,-91,-92,-100,1
194,-91,-83,-90,-58,-52,-100,-61,-89,-89,-91,-91,-100,1
195,-91,-80,-90,-59,-54,-100,-64,-85,-89,-91,-91,-100,1
196,-91,-79,-90,-60,-57,-100,-64,-89,-95,-91,-94,-100,1
197,-91,-75,-90,-59,-53,-100,-62,-86,-89,-91,-91,-100,1
198,-91,-72,-90,-60,-64,-100,-61,-85,-89,-92,-91,-100,1
199,-88,-80,-90,-61,-52,-100,-58,-85,-89,-91,-87,-100,1
200,-89,-79,-91,-58,-54,-100,-61,-85,-89,-91,-93,-100,1
201,-91,-81,-90,-55,-52,-100,-60,-83,-89,-94,-91,-100,1
202,-91,-75,-90,-60,-52,-100,-62,-84,-89,-91,-91,-100,1
203,-89,-80,-90,-59,-51,-100,-61,-85,-89,-91,-91,-100,1
