,Becon_Wireless11,Chamidi1,FGS_Office11,IsuruAp6,NipunaM6,Pied Piper8,Sandali11,UNIC-wifi11,UoM_Wireless11,eduroam1,eduroam11,eduroam6,id
156,-90,-100,-90,-52,-61,-100,-100,-88,-92,-90,-89,-100,2
157,-90,-73,-92,-53,-57,-100,-100,-89,-91,-90,-89,-100,2
158,-92,-82,-91,-54,-62,-100,-100,-89,-89,-90,-85,-100,2
159,-90,-78,-92,-55,-60,-100,-100,-89,-95,-93,-89,-100,2
160,-90,-74,-92,-54,-57,-100,-100,-90,-91,-90,-89,-100,2
161,-93,-76,-92,-55,-57,-100,-100,-89,-93,-90,-89,-100,2
162,-90,-70,-92,-52,-57,-100,-100,-84,-89,-90,-89,-100,2
163,-90,-74,-92,-58,-58,-100,-100,-89,-93,-90,-89,-100,2
164,-90,-77,-92,-59,-57,-100,-100,-89,-91,-92,-89,-100,2
165,-89,-100,-92,-58,-63,-100,-100,-91,-90,-90,-88,-100,2
166,-90,-73,-92,-53,-58,-100,-100,-91,-91,-90,-89,-100,2
167,-90,-75,-92,-54,-56,-100,-100,-89,-91,-90,-89,-100,2
168,-90,-80,-92,-55,-59,-100,-100,-89,-91,-90,-89,-100,2
169,-90,-68,-92,-54,-57,-100,-100,-87,-91,-90,-89,-100,2
170,-90,-75,-92,-55,-56,-100,-100,-87,-92,-90,-89,-100,2
171,-90,-82,-93,-55,-55,-100,-100,-89,-91,-90,-89,-100,2
172,-90,-74,-92,-53,-57,-100,-100,-84,-88,-90,-89,-100,2
173,-90,-76,-92,-51,-58,-100,-100,-89,-92,-90,-89,-100,2
174,-90,-74,-92,-50,-56,-100,-100,-85,-90,-90,-89,-100,2
175,-90,-73,-92,-57,-58,-100,-100,-89,-91,-90,-89,-100,2
176,-90,-80,-92,-57,-57,-100,-100,-90,-92,-90,-89,-100,2
177,-92,-72,-92,-54,-56,-100,-100,-89,-89,-90,-89,-100,2
178,-90,-100,-92,-63,-56,-100,-100,-85,-91,-90,-89,-100,2
179,-90,-75,-92,-60,-56,-100,-100,-82,-87,-90,-89,-100,2
180,-82,-72,-89,-57,-57,-100,-100,-89,-89,-90,-89,-100,2
181,-88,-82,-92,-50,-55,-100,-100,-89,-91,-90,-89,-100,2
182,-90,-77,-92,-55,-55,-100,-100,-92,-91,-90,-89,-100,2
183,-90,-73,-90,-57,-55,-100,-100,-89,-91,-90,-91,-100,2
184,-91,-69,-92,-54,-62,-100,-100,-90,-90,-90,-89,-100,2
185,-90,-79,-92,-56,-59,-100,-100,-89,-91,-90,-89,-100,2
186,-90,-71,-92,-55,-55,-100,-100,-84,-88,-90,-89,-100,2
187,-87,-74,-92,-57,-58,-100,-100,-89,-87,-90,-89,-100,2
188,-90,-69,-92,-53,-56,-100,-100,-87,-88,-90,-84,-100,2
189,-90,-75,-92,-59,-58,-100,-100,-92,-91,-90,-89,-100,2
190,-90,-71,-92,-57,-56,-100,-100,-84,-91,-90,-89,-100,2
191,-90,-72,-92,-58,-59,-100,-100,-89,-86,-90,-89,-100,2
192,-90,-70,-92,-57,-62,-100,-100,-86,-91,-90,-89,-100,2
193,-90,-70,-89,-56,-56,-100,-100,-88,-91,-90,-89,-100,2
194,-90,-75,-92,-56,-57,-100,-100,-88,-94,-90,-89,-100,2
195,-90,-69,-92,-57,-57,-100,-100,-89,-90,-90,-89,-100,2
196,-90,-73,-92,-54,-55,-100,-100,-89,-91,-90,-89,-100,2
197,-90,-70,-92,-53,-57,-100,-100,-87,-91,-90,-89,-100,2
198,-91,-73,-90,-58,-58,-100,-100,-89,-92,-90,-89,-100,2
199,-90,-72,-90,-61,-54,-100,-100,-87,-89,-90,-88,-100,2
200,-90,-74,-92,-63,-57,-100,-100,-88,-92,-93,-83,-100,2
201,-90,-75,-92,-57,-56,-100,-100,-89,-91,-93,-89,-100,2
202,-90,-75,-92,-57,-58,-100,-100,-89,-88,-90,-89,-100,2
203,-90,-70,-92,-57,-57,-100,-100,-89,-93,-90,-89,-100,2
204,-89,-75,-81,-56,-57,-100,-100,-89,-90,-95,-90,-100,2
205,-88,-73,-88,-61,-57,-100,-100,-89,-87,-90,-87,-100,2
206,-93,-73,-92,-59,-57,-100,-100,-89,-95,-90,-89,-100,2
207,-90,-76,-92,-54,-58,-100,-100,-84,-91,-90,-89,-100,2
208,-90,-72,-92,-57,-56,-100,-100,-89,-91,-90,-89,-100,2
209,-90,-67,-92,-58,-60,-100,-100,-89,-90,-90,-89,-100,2
210,-90,-72,-92,-55,-57,-100,-100,-87,-92,-90,-89,-100,2
211,-90,-70,-92,-57,-60,-100,-100,-89,-91,-90,-93,-100,2
212,-90,-77,-87,-58,-55,-100,-100,-84,-87,-90,-87,-100,2
213,-90,-71,-92,-55,-60,-100,-100,-89,-90,-90,-89,-100,2
214,-90,-77,-92,-57,-60,-100,-100,-89,-91,-90,-89,-100,2
215,-90,-73,-92,-67,-59,-100,-100,-89,-91,-90,-89,-100,2
216,-90,-73,-92,-64,-63,-100,-100,-86,-91,-90,-89,-100,2
217,-90,-75,-92,-58,-57,-100,-100,-89,-91,-90,-89,-100,2
218,-90,-73,-91,-65,-56,-100,-100,-89,-95,-90,-89,-100,2
219,-90,-71,-92,-56,-55,-100,-100,-89,-91,-90,-89,-100,2
220,-81,-70,-88,-56,-56,-100,-100,-89,-87,-90,-89,-100,2
221,-90,-76,-89,-56,-57,-100,-100,-89,-91,-90,-89,-100,2
222,-90,-77,-92,-65,-55,-100,-100,-89,-91,-90,-89,-100,2
223,-90,-69,-92,-53,-61,-100,-100,-89,-91,-90,-89,-100,2
224,-92,-72,-92,-57,-57,-100,-100,-89,-90,-90,-91,-100,2
225,-90,-74,-92,-55,-53,-100,-100,-90,-92,-90,-89,-100,2
226,-90,-75,-92,-59,-58,-100,-100,-90,-91,-90,-89,-100,2
227,-90,-77,-92,-59,-58,-100,-100,-89,-90,-90,-91,-100,2
