,Becon_Wireless11,Chamidi1,FGS_Office11,IsuruAp6,NipunaM6,Pied Piper8,Sandali11,UNIC-wifi11,UoM_Wireless11,eduroam1,eduroam11,eduroam6,id
74,-89,-72,-88,-52,-64,-100,-58,-89,-96,-92,-90,-100,0
75,-89,-72,-88,-56,-64,-100,-58,-87,-90,-92,-90,-100,0
76,-89,-72,-88,-54,-64,-100,-62,-88,-90,-92,-90,-100,0
77,-89,-73,-88,-54,-64,-100,-61,-89,-90,-92,-90,-100,0
78,-89,-72,-88,-54,-64,-100,-60,-87,-90,-92,-90,-100,0
79,-89,-71,-88,-54,-64,-100,-60,-90,-90,-92,-90,-100,0
80,-89,-72,-88,-52,-64,-100,-59,-87,-90,-92,-90,-100,0
81,-89,-72,-88,-53,-64,-100,-58,-89,-90,-92,-90,-100,0
82,-89,-70,-88,-51,-64,-100,-58,-87,-90,-92,-90,-100,0
83,-89,-70,-88,-52,-64,-100,-60,-88,-92,-92,-90,-100,0
84,-89,-71,-88,-55,-64,-100,-63,-87,-90,-92,-90,-100,0
85,-89,-73,-88,-53,-64,-100,-59,-84,-90,-92,-90,-100,0
86,-89,-72,-88,-52,-64,-100,-58,-87,-90,-92,-90,-100,0
87,-89,-70,-88,-53,-64,-100,-60,-87,-90,-92,-90,-100,0
88,-89,-72,-88,-52,-64,-100,-61,-87,-90,-92,-90,-100,0
89,-89,-70,-88,-50,-64,-100,-57,-87,-90,-92,-90,-100,0
90,-89,-72,-88,-55,-64,-100,-57,-86,-89,-92,-90,-100,0
91,-89,-82,-88,-54,-64,-100,-59,-87,-90,-92,-90,-100,0
92,-89,-69,-88,-50,-64,-100,-58,-87,-90,-92,-90,-100,0
93,-89,-73,-88,-55,-64,-100,-59,-87,-90,-92,-90,-100,0
94,-89,-69,-88,-51,-64,-100,-58,-85,-90,-92,-90,-100,0
95,-89,-70,-88,-55,-64,-100,-59,-87,-90,-92,-90,-100,0
96,-89,-69,-88,-53,-64,-100,-100,-87,-90,-92,-90,-100,0
97,-90,-71,-88,-54,-64,-100,-58,-87,-89,-92,-90,-100,0
98,-94,-69,-88,-53,-64,-100,-60,-86,-90,-92,-91,-100,0
99,-81,-72,-89,-53,-64,-100,-58,-87,-89,-87,-90,-100,0
100,-89,-70,-88,-53,-64,-100,-60,-87,-90,-92,-90,-100,0
101,-89,-70,-88,-53,-64,-100,-61,-88,-92,-92,-90,-100,0
102,-89,-73,-88,-53,-64,-100,-61,-87,-90,-92,-90,-100,0
103,-90,-70,-88,-55,-64,-100,-59,-87,-91,-92,-90,-100,0
104,-89,-71,-93,-53,-64,-100,-62,-87,-90,-92,-90,-100,0
105,-89,-72,-88,-54,-64,-100,-59,-85,-90,-92,-90,-100,0
106,-89,-70,-89,-53,-64,-100,-58,-87,-90,-92,-86,-100,0
107,-89,-70,-88,-54,-64,-100,-60,-87,-90,-92,-90,-100,0
108,-89,-71,-88,-52,-64,-100,-59,-89,-90,-92,-92,-100,0
109,-89,-71,-88,-53,-64,-100,-59,-88,-90,-92,-90,-100,0
110,-89,-100,-88,-53,-64,-100,-60,-87,-89,-87,-90,-100,0
111,-89,-70,-88,-55,-64,-100,-58,-86,-91,-92,-90,-100,0
112,-89,-70,-88,-53,-64,-100,-58,-87,-90,-92,-90,-100,0
113,-89,-70,-88,-55,-64,-100,-58,-90,-90,-92,-90,-100,0
114,-89,-73,-88,-56,-64,-100,-62,-87,-90,-92,-90,-100,0
115,-89,-70,-88,-52,-64,-100,-59,-87,-90,-92,-90,-100,0
116,-89,-73,-88,-53,-64,-100,-58,-83,-89,-90,-90,-100,0
117,-89,-71,-88,-52,-64,-100,-58,-88,-95,-92,-90,-100,0
118,-89,-70,-92,-52,-64,-100,-58,-86,-90,-92,-94,-100,0
119,-89,-70,-88,-52,-64,-100,-58,-88,-89,-92,-90,-100,0
120,-89,-74,-88,-52,-64,-100,-57,-87,-90,-92,-90,-100,0
121,-89,-72,-88,-54,-64,-100,-60,-89,-90,-92,-90,-100,0
122,-89,-69,-88,-53,-64,-100,-58,-90,-90,-92,-90,-100,0
123,-91,-75,-88,-53,-64,-100,-60,-87,-86,-92,-90,-100,0
124,-89,-72,-88,-53,-64,-100,-60,-87,-90,-93,-90,-100,0
125,-89,-74,-88,-52,-64,-100,-58,-89,-91,-92,-90,-100,0
126,-89,-72,-88,-55,-64,-100,-57,-88,-90,-92,-90,-100,0
127,-89,-71,-88,-55,-64,-100,-60,-87,-90,-92,-90,-100,0
128,-89,-72,-88,-55,-64,-100,-57,-87,-90,-92,-90,-100,0
129,-89,-72,-88,-53,-64,-100,-59,-87,-90,-92,-90,-100,0
130,-90,-71,-88,-53,-64,-100,-58,-87,-90,-92,-90,-100,0
131,-89,-72,-88,-54,-64,-100,-100,-87,-90,-92,-90,-100,0
132,-89,-69,-88,-53,-64,-100,-58,-90,-94,-92,-90,-100,0
133,-89,-72,-88,-56,-64,-100,-59,-87,-90,-92,-90,-100,0
134,-89,-70,-88,-53,-64,-100,-58,-84,-90,-93,-90,-100,0
135,-89,-71,-88,-54,-64,-100,-58,-91,-89,-93,-90,-100,0
136,-89,-71,-88,-54,-64,-100,-58,-87,-94,-94,-90,-100,0
137,-89,-73,-89,-52,-64,-100,-58,-87,-88,-92,-90,-100,0
138,-89,-71,-88,-53,-64,-100,-58,-85,-90,-92,-90,-100,0
139,-89,-71,-88,-55,-64,-100,-59,-87,-90,-92,-90,-100,0
140,-89,-70,-88,-52,-64,-100,-59,-87,-92,-92,-90,-100,0
141,-89,-71,-90,-54,-64,-100,-59,-91,-90,-92,-90,-100,0
142,-89,-100,-92,-54,-64,-100,-59,-88,-90,-92,-97,-100,0
143,-89,-71,-88,-53,-64,-100,-59,-89,-90,-92,-90,-100,0
144,-89,-70,-88,-53,-64,-100,-59,-89,-90,-92,-90,-100,0
145,-89,-71,-88,-54,-64,-100,-60,-87,-89,-91,-90,-100,0
146,-89,-71,-88,-54,-64,-100,-59,-87,-90,-92,-91,-100,0
