Chamidi1,NipunaM6,IsuruAp6,Sandali11,UoM_Wireless11,UNIC-wifi11,id
-77,-100,-59,-62,-100,-100,1
-77,-62,-54,-62,-100,-100,0
-100,-64,-53,-100,-100,-88,0
-72,-100,-52,-59,-100,-100,0
-76,-58,-57,-61,-88,-100,0
-77,-54,-61,-65,-100,-100,1
-75,-100,-50,-100,-93,-82,2
-78,-63,-55,-100,-100,-100,1
-76,-100,-57,-100,-90,-88,2
-85,-64,-56,-63,-100,-86,0
-69,-100,-52,-58,-91,-87,0
-100,-61,-54,-100,-100,-88,0
-78,-100,-51,-100,-95,-88,2
-77,-56,-52,-100,-93,-87,2
-71,-100,-54,-59,-100,-100,0
-70,-100,-55,-58,-91,-86,0
-74,-62,-55,-61,-91,-100,1
-77,-100,-53,-100,-92,-87,2
-78,-60,-55,-100,-95,-100,2
-79,-59,-54,-100,-100,-100,2
-80,-62,-54,-60,-92,-100,1
-80,-68,-53,-100,-92,-87,2
-80,-58,-52,-100,-94,-87,2
-71,-100,-52,-60,-100,-91,0
-80,-100,-48,-100,-100,-100,2
-77,-100,-58,-62,-94,-100,1
-70,-62,-52,-59,-92,-100,0
-72,-100,-52,-100,-91,-100,2
-77,-63,-55,-60,-85,-85,1
-77,-100,-54,-100,-100,-100,2
-71,-100,-52,-58,-95,-88,0
-77,-100,-49,-100,-92,-100,2
-76,-57,-54,-100,-94,-88,2
-75,-100,-56,-100,-100,-100,2
-75,-53,-60,-65,-100,-100,1
-80,-100,-57,-60,-91,-100,1
-80,-100,-57,-62,-100,-100,1
-75,-63,-57,-61,-100,-100,0
-73,-100,-52,-100,-90,-100,2
-82,-100,-57,-62,-100,-100,1
-69,-63,-53,-57,-92,-86,0
-70,-100,-50,-57,-90,-87,0
-79,-62,-55,-63,-89,-100,0
-76,-64,-55,-62,-88,-100,0
-100,-58,-53,-100,-100,-89,0
-66,-64,,-100,-94,-100,2
-76,-60,-55,-62,-95,-100,0
-72,-59,-58,-100,-86,-100,2
-80,-55,-58,-63,-100,-100,1
-73,-100,-54,-60,-100,-100,0
-75,-63,-56,-64,-91,-100,1
-78,-57,-60,-63,-100,-100,1
-72,-100,-52,-59,-100,-100,0
-100,-64,-55,-62,-91,-83,0
-100,-61,-55,-100,-100,-89,0
-78,-60,-58,-62,-100,-100,1
-76,-65,-59,-64,-100,-89,0
-75,-64,-55,-63,-100,-100,0
-81,-54,-59,-63,-100,-100,1
-71,-100,-53,-100,-100,-84,2
-75,-64,-55,-62,-100,-100,1
-83,-100,-53,-100,-100,-88,2
-80,-52,-61,-58,-100,-100,1
-100,-62,-53,-100,-100,-100,0
-72,-62,-55,-62,-93,-88,1
-80,-100,-55,-100,-100,-100,2
-74,-62,-52,-63,-90,-100,1
-75,-65,-56,-62,-94,-100,0
-81,-100,-64,-63,-91,-100,1
