,Becon_Wireless11,Chamidi1,FGS_Office11,IsuruAp6,NipunaM6,Pied Piper8,Sandali11,UNIC-wifi11,UoM_Wireless11,eduroam1,eduroam11,eduroam6,id
126,-92,-84,-91,-53,-56,-100,-100,-87,-92,-90,-87,-100,2
127,-88,-81,-91,-52,-56,-100,-100,-87,-91,-90,-87,-100,2
128,-89,-87,-91,-56,-56,-100,-100,-94,-91,-90,-87,-100,2
129,-89,-82,-91,-51,-56,-100,-100,-90,-90,-90,-87,-100,2
130,-89,-75,-91,-56,-56,-100,-100,-87,-91,-90,-87,-100,2
131,-87,-71,-91,-56,-56,-100,-100,-87,-87,-90,-87,-100,2
132,-90,-74,-91,-53,-56,-100,-100,-85,-88,-90,-91,-100,2
133,-89,-76,-91,-54,-57,-100,-100,-88,-94,-90,-87,-100,2
134,-88,-78,-89,-56,-57,-100,-100,-87,-91,-90,-81,-100,2
135,-86,-81,-91,-58,-59,-100,-100,-87,-89,-90,-87,-100,2
136,-89,-74,-91,-58,-58,-100,-100,-90,-91,-90,-87,-100,2
137,-91,-75,-91,-58,-59,-100,-100,-85,-90,-90,-87,-100,2
138,-89,-71,-91,-52,-56,-100,-100,-89,-89,-90,-87,-100,2
139,-85,-73,-87,-58,-65,-100,-100,-85,-87,-90,-89,-100,2
140,-89,-75,-91,-55,-56,-100,-100,-87,-91,-90,-87,-100,2
141,-89,-74,-91,-56,-56,-100,-100,-88,-91,-90,-87,-100,2
142,-89,-74,-91,-59,-54,-100,-100,-88,-94,-90,-87,-100,2
143,-92,-88,-91,-57,-57,-100,-100,-87,-91,-90,-87,-100,2
144,-92,-72,-94,-55,-58,-100,-100,-87,-94,-90,-89,-100,2
145,-93,-76,-91,-59,-59,-100,-100,-87,-91,-90,-90,-100,2
146,-89,-75,-90,-67,-55,-100,-100,-90,-90,-90,-92,-100,2
147,-89,-77,-91,-59,-55,-100,-100,-88,-91,-90,-85,-100,2
148,-89,-74,-91,-57,-55,-100,-100,-88,-91,-90,-87,-100,2
149,-88,-77,-88,-55,-57,-100,-100,-85,-91,-90,-87,-100,2
150,-89,-72,-91,-59,-58,-100,-100,-87,-91,-90,-87,-100,2
151,-89,-82,-91,-58,-65,-100,-100,-89,-91,-90,-87,-100,2
152,-89,-73,-91,-54,-58,-100,-100,-87,-91,-90,-87,-100,2
153,-89,-78,-91,-54,-56,-100,-100,-88,-91,-90,-87,-100,2
154,-89,-72,-93,-57,-57,-100,-100,-87,-90,-90,-87,-100,2
155,-89,-79,-91,-53,-55,-100,-100,-85,-91,-90,-87,-100,2
156,-90,-100,-90,-52,-61,-100,-100,-88,-92,-90,-87,-100,2
157,-89,-73,-91,-53,-57,-100,-100,-89,-91,-90,-87,-100,2
158,-92,-82,-91,-54,-62,-100,-100,-87,-89,-90,-85,-100,2
159,-89,-78,-91,-55,-60,-100,-100,-87,-95,-93,-87,-100,2
160,-89,-74,-91,-54,-57,-100,-100,-90,-91,-90,-87,-100,2
161,-93,-76,-91,-55,-57,-100,-100,-87,-93,-90,-87,-100,2
162,-89,-70,-91,-52,-57,-100,-100,-84,-89,-90,-87,-100,2
163,-89,-74,-91,-58,-58,-100,-100,-87,-93,-90,-87,-100,2
164,-89,-77,-91,-59,-57,-100,-100,-89,-91,-92,-87,-100,2
165,-89,-100,-92,-58,-63,-100,-100,-91,-90,-90,-88,-100,2
166,-89,-73,-91,-53,-58,-100,-100,-91,-91,-90,-87,-100,2
167,-89,-75,-91,-54,-56,-100,-100,-87,-91,-90,-87,-100,2
168,-89,-80,-91,-55,-59,-100,-100,-87,-91,-90,-87,-100,2
169,-89,-68,-91,-54,-57,-100,-100,-87,-91,-90,-87,-100,2
170,-89,-75,-91,-55,-56,-100,-100,-87,-92,-90,-87,-100,2
171,-89,-82,-93,-55,-55,-100,-100,-87,-91,-90,-87,-100,2
172,-89,-74,-91,-53,-57,-100,-100,-84,-88,-90,-87,-100,2
173,-90,-76,-91,-51,-58,-100,-100,-87,-92,-90,-87,-100,2
174,-89,-74,-91,-50,-56,-100,-100,-85,-90,-90,-87,-100,2
175,-89,-73,-91,-57,-58,-100,-100,-87,-91,-90,-87,-100,2
176,-89,-80,-91,-57,-57,-100,-100,-90,-92,-90,-87,-100,2
177,-92,-72,-91,-54,-56,-100,-100,-87,-89,-90,-87,-100,2
178,-89,-100,-91,-63,-56,-100,-100,-85,-91,-90,-87,-100,2
179,-89,-75,-91,-60,-56,-100,-100,-82,-87,-90,-87,-100,2
180,-82,-72,-89,-57,-57,-100,-100,-87,-89,-90,-87,-100,2
181,-88,-82,-91,-50,-55,-100,-100,-87,-91,-90,-87,-100,2
182,-89,-77,-91,-55,-55,-100,-100,-92,-91,-90,-87,-100,2
183,-89,-73,-90,-57,-55,-100,-100,-87,-91,-90,-91,-100,2
184,-91,-69,-91,-54,-62,-100,-100,-90,-90,-90,-87,-100,2
185,-90,-79,-91,-56,-59,-100,-100,-87,-91,-90,-87,-100,2
186,-89,-71,-91,-55,-55,-100,-100,-84,-88,-90,-87,-100,2
187,-87,-74,-91,-57,-58,-100,-100,-87,-87,-90,-87,-100,2
188,-89,-69,-91,-53,-56,-100,-100,-87,-88,-90,-84,-100,2
189,-89,-75,-91,-59,-58,-100,-100,-92,-91,-90,-87,-100,2
190,-89,-71,-91,-57,-56,-100,-100,-84,-91,-90,-87,-100,2
191,-89,-72,-91,-58,-59,-100,-100,-87,-86,-90,-87,-100,2
192,-89,-70,-91,-57,-62,-100,-100,-86,-91,-90,-87,-100,2
193,-89,-70,-89,-56,-56,-100,-100,-88,-91,-90,-87,-100,2
194,-89,-75,-91,-56,-57,-100,-100,-88,-94,-90,-87,-100,2
195,-89,-69,-92,-57,-57,-100,-100,-87,-90,-90,-87,-100,2
196,-89,-73,-91,-54,-55,-100,-100,-87,-91,-90,-87,-100,2
197,-89,-70,-91,-53,-57,-100,-100,-87,-91,-90,-87,-100,2
198,-91,-73,-90,-58,-58,-100,-100,-87,-92,-90,-87,-100,2
199,-89,-72,-90,-61,-54,-100,-100,-87,-89,-90,-88,-100,2
200,-89,-74,-91,-63,-57,-100,-100,-88,-92,-93,-83,-100,2
201,-89,-75,-91,-57,-56,-100,-100,-87,-91,-93,-87,-100,2
202,-90,-75,-91,-57,-58,-100,-100,-87,-88,-90,-87,-100,2
203,-89,-70,-91,-57,-57,-100,-100,-89,-93,-90,-87,-100,2
204,-89,-75,-81,-56,-57,-100,-100,-87,-90,-95,-90,-100,2
205,-88,-73,-88,-61,-57,-100,-100,-87,-87,-90,-87,-100,2
206,-93,-73,-91,-59,-57,-100,-100,-87,-95,-90,-87,-100,2
207,-89,-76,-91,-54,-58,-100,-100,-84,-91,-90,-87,-100,2
208,-89,-72,-91,-57,-56,-100,-100,-87,-91,-90,-87,-100,2
209,-89,-67,-91,-58,-60,-100,-100,-87,-90,-90,-87,-100,2
210,-89,-72,-91,-55,-57,-100,-100,-87,-92,-90,-87,-100,2
211,-89,-70,-91,-57,-60,-100,-100,-87,-91,-90,-93,-100,2
212,-89,-77,-87,-58,-55,-100,-100,-84,-87,-90,-87,-100,2
213,-89,-71,-91,-55,-60,-100,-100,-87,-90,-90,-87,-100,2
214,-89,-77,-91,-57,-60,-100,-100,-87,-91,-90,-87,-100,2
215,-89,-73,-91,-67,-59,-100,-100,-87,-91,-90,-87,-100,2
216,-89,-73,-91,-64,-63,-100,-100,-86,-91,-90,-87,-100,2
217,-89,-75,-91,-58,-57,-100,-100,-87,-91,-90,-87,-100,2
218,-89,-73,-91,-65,-56,-100,-100,-87,-95,-90,-87,-100,2
219,-89,-71,-91,-56,-55,-100,-100,-87,-91,-90,-87,-100,2
220,-81,-70,-88,-56,-56,-100,-100,-87,-87,-90,-87,-100,2
221,-89,-76,-89,-56,-57,-100,-100,-87,-91,-90,-87,-100,2
222,-89,-77,-91,-65,-55,-100,-100,-87,-91,-90,-87,-100,2
223,-89,-69,-91,-53,-61,-100,-100,-87,-91,-90,-87,-100,2
224,-92,-72,-91,-57,-57,-100,-100,-87,-90,-90,-91,-100,2
225,-89,-74,-91,-55,-53,-100,-100,-90,-92,-90,-89,-100,2
226,-89,-75,-91,-59,-58,-100,-100,-90,-91,-90,-87,-100,2
227,-89,-77,-91,-59,-58,-100,-100,-89,-90,-90,-91,-100,2
