Becon_Wireless11,Chamidi1,FGS_Office11,IsuruAp6,NipunaM6,Pied Piper8,Sandali11,UNIC-wifi11,UoM_Wireless11,eduroam1,eduroam11,eduroam6,id
-100,-78,-100,-59,-54,-100,-61,-100,-100,-100,-100,-100,1
-100,-75,-100,-60,-53,-100,-65,-100,-100,-100,-100,-100,1
-100,-79,-92,-56,-54,-100,-61,-100,-95,-100,-91,-100,1
-89,-83,-100,-58,-55,-100,-61,-100,-100,-100,-87,-100,1
-100,-74,-88,-54,-52,-100,-61,-100,-88,-100,-100,-100,1
-100,-84,-100,-51,-53,-100,-62,-100,-87,-100,-100,-100,1
-100,-78,-100,-59,-52,-100,-60,-100,-100,-93,-100,-100,1
-100,-79,-100,-56,-54,-100,-60,-100,-100,-90,-100,-100,1
-100,-74,-100,-56,-56,-100,-60,-100,-93,-100,-100,-100,1
-100,-78,-100,-59,-53,-100,-62,-100,-100,-100,-100,-100,1
-82,-78,-87,-61,-56,-100,-59,-100,-86,-100,-90,-100,1
-92,-84,-100,-57,-54,-100,-61,-100,-90,-100,-100,-100,1
-100,-74,-100,-60,-55,-100,-65,-100,-100,-100,-100,-100,1
-100,-76,-100,-57,-51,-100,-60,-100,-100,-100,-100,-100,1
-100,-76,-100,-59,-52,-100,-62,-100,-100,-100,-100,-100,1
-100,-80,-100,-58,-54,-100,-62,-88,-100,-100,-100,-100,1
-91,-80,-91,-66,-54,-100,-62,-100,-91,-100,-92,-100,1
-100,-77,-100,-57,-54,-100,-62,-100,-100,-100,-100,-100,1
-100,-81,-88,-58,-55,-100,-62,-100,-89,-100,-88,-100,1
-90,-84,-100,-59,-53,-100,-62,-100,-90,-100,-100,-100,1
-100,-81,-100,-60,-54,-100,-64,-100,-100,-100,-100,-100,1
-100,-79,-100,-60,-51,-100,-61,-87,-100,-100,-100,-100,1
-100,-81,-100,-59,-54,-100,-63,-100,-100,-100,-100,-100,1
-85,-81,-85,-59,-55,-100,-60,-100,-100,-100,-100,-100,1
-100,-85,-100,-60,-54,-100,-62,-89,-100,-100,-92,-100,1
-100,-83,-100,-59,-55,-100,-62,-86,-100,-100,-100,-100,1
-100,-86,-100,-60,-55,-100,-64,-100,-91,-100,-100,-100,1
-89,-77,-91,-60,-55,-100,-62,-100,-93,-100,-100,-100,1
-100,-76,-89,-60,-54,-100,-63,-100,-100,-100,-100,-100,1
-100,-100,-100,-58,-54,-100,-62,-89,-100,-100,-100,-100,1
-100,-81,-93,-62,-54,-100,-63,-100,-93,-100,-94,-100,1
-100,-77,-100,-61,-54,-100,-65,-100,-100,-93,-100,-100,1
-89,-84,-89,-59,-50,-100,-63,-100,-89,-100,-90,-100,1
-100,-80,-100,-59,-54,-100,-64,-100,-100,-100,-100,-100,1
-100,-80,-100,-58,-54,-100,-61,-87,-88,-100,-100,-100,1
-100,-78,-100,-60,-53,-100,-62,-87,-100,-100,-100,-100,1
-88,-77,-100,-54,-54,-100,-62,-100,-100,-100,-100,-100,1
-100,-84,-100,-56,-54,-100,-62,-100,-100,-100,-100,-100,1
-88,-78,-100,-60,-54,-100,-63,-100,-100,-100,-100,-100,1
-91,-83,-90,-61,-57,-100,-63,-100,-100,-100,-92,-100,1
-100,-83,-100,-58,-52,-100,-61,-89,-100,-100,-100,-100,1
-100,-80,-100,-59,-54,-100,-64,-100,-100,-100,-100,-100,1
-100,-79,-100,-60,-57,-100,-64,-89,-95,-100,-94,-100,1
-100,-75,-100,-59,-53,-100,-62,-86,-89,-100,-100,-100,1
-100,-72,-100,-60,-64,-100,-61,-100,-89,-92,-100,-100,1
-88,-80,-90,-61,-52,-100,-58,-100,-100,-100,-87,-100,1
-89,-79,-91,-58,-54,-100,-61,-100,-89,-100,-93,-100,1
-100,-81,-100,-55,-52,-100,-60,-83,-100,-94,-100,-100,1
-100,-75,-100,-60,-52,-100,-62,-84,-100,-100,-100,-100,1
-89,-80,-100,-59,-51,-100,-61,-100,-89,-100,-100,-100,1
