Becon_Wireless11,Chamidi1,FGS_Office11,IsuruAp6,NipunaM6,Pied Piper8,Sandali11,UNIC-wifi11,UoM_Wireless11,eduroam1,eduroam11,eduroam6,id
-100,-74,-100,-55,-63,-100,-63,-85,-88,-100,-92,-100,0
-81,-86,-90,-57,-63,-100,-60,-100,-89,-100,-90,-100,0
-100,-73,-100,-56,-61,-100,-61,-87,-100,-100,-100,-100,0
-100,-77,-100,-54,-62,-100,-62,-100,-100,-100,-100,-100,0
-89,-74,-86,-57,-65,-100,-60,-85,-89,-100,-100,-100,0
-100,-75,-100,-58,-66,-100,-64,-84,-100,-100,-100,-100,0
-100,-76,-100,-56,-64,-100,-63,-100,-100,-100,-100,-100,0
-89,-77,-100,-56,-62,-100,-61,-84,-90,-100,-83,-100,0
-91,-76,-100,-59,-65,-100,-63,-89,-94,-100,-100,-100,0
-100,-77,-100,-56,-65,-100,-59,-100,-100,-100,-100,-100,0
-100,-76,-93,-59,-65,-100,-64,-89,-100,-100,-90,-100,0
-92,-79,-91,-55,-62,-100,-63,-100,-89,-100,-82,-100,0
-100,-75,-100,-58,-63,-100,-61,-87,-100,-100,-100,-100,0
-100,-77,-100,-63,-62,-100,-64,-100,-100,-100,-100,-100,0
